@relation articlefeatures

@ATTRIBUTE "pos_2gram_IN_JJ" NUMERIC
@ATTRIBUTE "pos_2gram_NNP_NNS" NUMERIC
@ATTRIBUTE "pos_2gram_IN_NN" NUMERIC
@ATTRIBUTE "pos_3gram_IN_NNP_NNP" NUMERIC
@ATTRIBUTE "pos_3gram_NNP_NNP_VBZ" NUMERIC
@ATTRIBUTE "description_title_CharacterRatio" NUMERIC
@ATTRIBUTE "caption_title_CharacterRatio" NUMERIC
@ATTRIBUTE "title_caption_CharacterDiff" NUMERIC
@ATTRIBUTE "title_keyword_CharacterDiff" NUMERIC
@ATTRIBUTE "description_LenCharacter" NUMERIC
@ATTRIBUTE "caption_LenCharacter" NUMERIC
@ATTRIBUTE "keyword_LenCharacter" NUMERIC
@ATTRIBUTE "title_LenCharacter" NUMERIC
@ATTRIBUTE "pos_2gram_PRP_VBP" NUMERIC
@ATTRIBUTE "pos_2gram_NN_IN" NUMERIC
@ATTRIBUTE "pos_2gram_NNP_VBZ" NUMERIC
@ATTRIBUTE "startsPunctuation" {True, False}
@ATTRIBUTE "averageLengthWords" NUMERIC
@ATTRIBUTE "countLongestWord" NUMERIC
@ATTRIBUTE "startsAdverb" {True, False}
@ATTRIBUTE "hasThirdPronoun" {True, False}
@ATTRIBUTE "hasDemonstrative" {True, False}
@ATTRIBUTE "wh_start" {True, False}
@ATTRIBUTE "pos_3gram_NNP_NNP_NNP" NUMERIC
@ATTRIBUTE "pos_2gram_NNP_NNP" NUMERIC
@ATTRIBUTE "cal_pos_1grams_tag_list" NUMERIC
@ATTRIBUTE "targetTitle_linsear_write_formula" NUMERIC
@ATTRIBUTE "targetTitle_gunning_fog" NUMERIC
@ATTRIBUTE "targetTitle_coleman_liau_index" NUMERIC
@ATTRIBUTE "targetTitleCountWords" NUMERIC
@ATTRIBUTE "postTitle_char_count" NUMERIC
@ATTRIBUTE "targetTitle_char_count" NUMERIC
@ATTRIBUTE "targetDescription_char_count" NUMERIC
@ATTRIBUTE "targetKeywords_char_count" NUMERIC
@ATTRIBUTE "targetCaptions_char_count" NUMERIC
@ATTRIBUTE "targetParagraphs_char_count" NUMERIC
@ATTRIBUTE "postText_word_count" NUMERIC
@ATTRIBUTE "targetTitle_word_count" NUMERIC
@ATTRIBUTE "targetDescription_word_count" NUMERIC
@ATTRIBUTE "targetKeywords_word_count" NUMERIC
@ATTRIBUTE "targetCaptions_word_count" NUMERIC
@ATTRIBUTE "targetParagraphs_word_count" NUMERIC
@ATTRIBUTE "postText_word_frequency" NUMERIC
@ATTRIBUTE "targetDescription_word_frequency" NUMERIC
@ATTRIBUTE "targetCaptions_word_frequency" NUMERIC
@ATTRIBUTE "targetParagraphs_word_frequency" NUMERIC
@ATTRIBUTE "formal_word_ratio" NUMERIC
@ATTRIBUTE "tags_amount" NUMERIC
@ATTRIBUTE label {0,1}

@DATA
0,0,0,0,0,1.90625,0.59375,26,-120,122,38,184,64,0,0,0,False,4.818181818181818,8,False,False,False,False,3,5,4,4.0,17.30909090909091,9.49,11,74,53,99,161,1924,443,15,13,26,24,249,91,0.0625,0.07142857142857142,0.003355704697986577,0.05,0.8,0,1
0,0,1,0,0,2.0377358490566038,0.03773584905660377,51,-81,108,2,134,53,0,0,0,False,5.0,11,False,False,False,False,0,0,0,2.5,14.488888888888889,9.94,9,45,45,89,111,436,5535,9,9,20,18,81,1214,0.1111111111111111,0.0,0.01020408163265306,0.014970059880239521,1.0,0,1
0,0,0,0,0,2.6301369863013697,0.1232876712328767,64,-31,192,9,104,73,0,0,0,False,4.285714285714286,8,False,False,False,False,1,3,7,5.5,16.171428571428574,7.01,14,94,60,163,89,863,2632,19,14,30,14,165,546,0.05,0.0625,0.021739130434782608,0.011608623548922056,0.9411764705882353,0,1
0,0,0,0,0,2.264705882352941,0.0,34,-1,77,0,35,34,0,0,0,False,16.5,17,False,False,False,False,0,0,1,-0.5,42.800000000000004,65.1,2,52,33,67,31,-1,3217,7,2,11,5,-1,632,0.0,0.0,-1,0.016238159675236806,0.42857142857142855,1,1
0,0,0,0,0,1.0,0.45454545454545453,24,6,44,20,38,44,0,0,0,False,5.428571428571429,9,False,False,False,False,1,2,1,2.0,21.942857142857143,11.55,7,14,38,38,32,934,1090,2,9,9,6,177,205,0.0,0.2,0.0,0.04291845493562232,1.0,0,0
0,0,0,0,0,4.159090909090909,0.0,44,3,183,0,41,44,0,0,0,False,6.5,13,False,False,False,False,0,0,1,3.0,24.400000000000002,16.87,6,39,39,155,32,-1,2394,6,6,29,6,-1,502,0.6666666666666666,0.03125,-1,0.05719237435008666,1.0,0,1
0,0,0,0,0,2.75,0.09615384615384616,47,-104,143,5,156,52,0,0,0,False,3.727272727272727,9,False,False,False,False,1,3,4,1.5,11.472727272727274,0.51,11,97,41,120,123,662,10839,22,13,24,22,125,2315,0.037037037037037035,0.03571428571428571,0.030534351145038167,0.013026819923371647,0.8888888888888888,0,1
0,0,0,0,0,3.5434782608695654,0.17391304347826086,38,-66,163,8,112,46,0,0,0,False,4.875,8,False,False,False,False,0,0,0,2.5,20.200000000000003,8.66,8,39,39,137,86,338,4637,8,8,27,17,50,1012,0.0,0.029411764705882353,0.03636363636363636,0.015070921985815602,1.0,0,0
0,0,0,0,1,1.0333333333333334,0.03333333333333333,58,60,62,2,0,60,0,0,1,False,6.625,14,False,False,False,True,0,3,3,3.5,30.200000000000003,18.81,8,53,53,54,0,147,4406,10,10,11,-1,26,911,-1,-1,-1,-1,0.7777777777777778,0,1
0,0,1,0,0,1.0481927710843373,0.0,83,83,87,0,0,83,0,1,0,False,5.0,7,False,False,False,False,0,0,3,5.5,10.457142857142857,11.13,14,70,70,76,0,-1,1847,14,14,14,-1,-1,368,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,1.901639344262295,0.0,61,61,116,0,0,61,0,0,0,False,3.769230769230769,7,False,False,False,False,1,2,3,5.5,13.353846153846156,3.7,13,49,49,94,0,-1,396,13,13,23,-1,-1,87,-1,-1,-1,-1,0.9090909090909091,0,1
0,0,0,0,0,1.0,0.40425531914893614,28,-97,47,19,144,47,0,0,0,False,5.857142857142857,9,False,False,False,False,1,3,1,2.0,27.65714285714286,14.04,7,4,41,41,119,1281,3958,1,9,9,18,262,791,0.0,0.1,0.0035971223021582736,0.018497109826589597,0.0,0,1
0,1,0,0,0,1.7792207792207793,0.2857142857142857,55,46,137,22,31,77,0,0,0,False,5.5,10,False,False,False,False,0,2,0,4.5,26.8,13.73,12,15,66,118,25,1341,1372,4,14,22,5,266,316,0.0,0.07692307692307693,0.01056338028169014,0.028409090909090908,0.75,0,1
0,0,0,0,0,4.576923076923077,0.7307692307692307,14,-28,238,38,80,52,0,0,0,False,6.571428571428571,8,False,False,False,False,1,2,3,2.5,33.371428571428574,18.16,7,52,46,202,68,4138,7799,10,7,37,9,801,1508,0.0,0.0,0.0,0.0,0.875,0,1
0,0,0,0,0,0.9761904761904762,0.0,42,-154,41,0,196,42,0,0,0,False,7.4,10,False,False,False,False,0,0,4,1.0,36.0,21.2,5,86,37,37,159,-1,645,16,5,5,25,-1,124,0.0,0.0,-1,0.021897810218978103,1.0,0,1
0,0,0,0,0,0.0,0.07042253521126761,66,71,0,5,0,71,0,0,0,False,4.538461538461538,8,False,True,False,False,4,6,3,5.5,16.430769230769233,8.63,13,59,59,-1,0,353,508,13,13,-1,-1,78,123,-1,-1,-1,-1,0.6,0,0
0,0,0,0,1,1.0,0.6136363636363636,17,-41,44,27,85,44,0,0,1,False,5.428571428571429,9,False,False,False,False,1,2,0,3.0,27.65714285714286,11.55,7,23,38,38,74,1660,4507,5,7,7,9,305,749,0.0,0.0,0.018575851393188854,0.022222222222222223,0.6,0,1
0,0,0,0,0,2.2222222222222223,0.022222222222222223,44,45,100,1,0,45,0,0,1,False,4.111111111111111,8,False,False,False,False,0,0,1,3.5,5.6000000000000005,4.78,9,37,37,87,0,33,303,9,9,14,-1,8,65,-1,-1,-1,-1,0.7142857142857143,0,1
0,1,0,0,0,2.9836065573770494,0.01639344262295082,60,-31,182,1,92,61,0,0,0,False,5.888888888888889,12,False,False,False,False,2,4,7,4.0,14.488888888888889,15.11,9,61,53,147,75,406,2059,14,9,31,12,75,435,0.07692307692307693,0.0,0.02247191011235955,0.009727626459143969,0.5454545454545454,0,1
0,1,0,0,0,2.028169014084507,0.14084507042253522,61,71,144,10,0,71,0,0,0,False,6.2,11,False,False,False,False,2,3,0,4.5,30.0,17.2,10,60,62,124,0,251,4144,10,12,21,-1,47,826,-1,-1,-1,-1,1.0,0,1
0,0,0,1,0,0.3875,0.025,78,42,31,2,38,80,0,0,0,False,5.75,10,False,False,False,False,4,6,0,5.5,23.46666666666667,15.18,12,50,69,27,32,25,847,11,12,5,6,4,168,0.0,0.0,0.0,0.010752688172043012,0.8888888888888888,0,1
0,0,0,0,0,3.7027027027027026,0.013513513513513514,73,73,274,1,1,74,0,1,0,False,4.0,8,False,True,True,False,0,0,0,6.5,16.0,5.33,15,53,60,227,0,13,984,13,15,50,0,1,207,4.0,3.5172413793103448,12.0,3.367588932806324,0.7272727272727273,0,0
0,0,0,0,0,2.197674418604651,0.023255813953488372,84,27,189,2,59,86,0,0,0,False,4.8,10,False,False,False,False,0,0,4,6.0,16.0,9.97,15,70,72,157,47,108,2377,10,15,33,7,21,477,0.0,0.02857142857142857,0.13636363636363635,0.029250457038391225,0.625,1,1
0,0,0,1,0,3.130434782608696,0.6739130434782609,15,-110,144,31,156,46,0,0,0,False,5.714285714285714,12,False,False,False,False,2,4,3,2.5,21.942857142857143,13.17,7,52,40,121,136,1702,286,11,7,24,21,228,59,0.2727272727272727,0.16,0.0,0.046153846153846156,0.9,0,1
1,0,1,0,0,1.4827586206896552,0.034482758620689655,84,-13,129,3,100,87,0,2,0,False,4.866666666666666,8,False,False,False,False,0,1,1,6.5,24.0,10.37,15,64,73,108,83,82,910,14,15,23,12,11,196,0.0,0.18181818181818182,0.0,0.03773584905660377,0.9090909090909091,0,1
0,0,0,1,0,2.3043478260869565,0.5652173913043478,20,46,106,26,0,46,0,0,0,False,4.875,8,False,False,False,False,3,5,0,3.0,30.200000000000003,8.66,8,45,39,85,0,1089,85,9,8,22,-1,197,22,-1,-1,-1,-1,0.8888888888888888,0,1
0,1,0,0,0,1.694915254237288,0.03389830508474576,57,59,100,2,0,59,0,0,0,False,5.0,9,False,False,False,False,0,0,0,4.0,10.0,10.24,10,56,50,89,0,195,3122,13,10,12,-1,37,644,-1,-1,-1,-1,0.75,0,1
0,0,0,0,0,2.403225806451613,0.14516129032258066,53,6,149,9,56,62,0,0,0,False,6.0,15,False,False,False,False,0,0,1,4.5,14.488888888888889,15.74,9,54,54,128,49,473,2793,9,9,24,8,101,585,0.0,0.07142857142857142,0.0,0.007575757575757576,0.8571428571428571,0,0
0,0,0,0,0,3.6379310344827585,0.017241379310344827,57,58,211,1,0,58,0,1,0,False,5.555555555555555,10,False,True,False,False,1,2,1,2.5,18.933333333333334,13.19,9,49,50,181,0,33,4624,9,9,30,-1,6,901,-1,-1,-1,-1,0.75,0,0
0,0,0,0,0,3.3333333333333335,0.022222222222222223,44,45,150,1,0,45,0,0,0,False,4.75,7,False,False,False,False,3,4,1,3.0,20.200000000000003,7.9,8,51,38,125,0,202,3365,11,8,28,-1,43,672,-1,-1,-1,-1,0.7777777777777778,0,1
0,0,0,0,0,3.7027027027027026,0.013513513513513514,73,73,274,1,1,74,0,1,0,False,4.0,8,False,True,True,False,0,0,0,6.5,16.0,5.33,15,53,60,227,0,13,984,13,15,50,0,1,207,4.0,3.5172413793103448,12.0,3.367588932806324,0.7272727272727273,0,0
0,0,0,0,0,0.0,0.0,65,65,0,0,0,65,0,0,0,False,4.5,10,False,False,False,False,1,4,2,4.0,20.133333333333333,8.4,12,54,54,-1,0,-1,1715,12,12,-1,-1,-1,356,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,0.0,0.0,57,57,0,0,0,57,0,0,0,False,3.8333333333333335,8,False,False,True,False,4,6,8,5.0,16.8,4.57,12,46,46,-1,0,-1,62,12,12,-1,-1,-1,15,-1,-1,-1,-1,0.9166666666666666,0,0
0,0,1,0,0,2.2625,0.0,80,19,181,0,61,80,0,0,0,False,6.363636363636363,9,False,False,False,False,0,1,4,2.5,24.581818181818182,18.42,11,71,70,147,50,-1,614,11,11,35,7,-1,133,0.23076923076923078,0.1111111111111111,-1,0.04,0.8181818181818182,1,1
0,0,0,1,0,1.5054945054945055,0.08791208791208792,83,-75,137,8,166,91,0,0,0,False,5.133333333333334,9,False,False,False,False,1,4,6,6.0,18.666666666666668,11.88,15,74,77,115,127,169,885,14,15,23,26,31,177,0.0,0.0,0.0,0.0,0.7142857142857143,1,1
0,0,0,0,0,3.58,0.08,46,-1,179,4,51,50,0,0,0,False,6.285714285714286,12,False,False,False,False,0,0,1,2.0,21.942857142857143,16.54,7,44,44,153,43,171,1172,7,7,27,5,36,241,0.14285714285714285,0.10344827586206896,0.02631578947368421,0.01845018450184502,1.0,0,1
0,0,0,0,0,0.0,0.0,63,63,0,0,0,63,0,0,0,False,5.4,8,False,False,False,True,2,3,1,3.5,26.0,12.56,10,54,54,-1,0,-1,3775,10,10,-1,-1,-1,786,-1,-1,-1,-1,0.8888888888888888,0,1
0,0,0,0,0,2.6226415094339623,0.03773584905660377,51,53,139,2,0,53,0,0,0,False,5.0,8,False,False,False,False,0,0,0,3.5,10.044444444444444,9.94,9,45,45,115,0,324,5053,9,9,26,-1,74,1075,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,0.35714285714285715,0.35714285714285715,36,56,20,20,0,56,0,0,0,False,5.333333333333333,10,False,False,True,False,0,0,0,2.0,18.933333333333334,11.86,9,48,48,18,0,340,819,9,9,3,-1,65,140,-1,-1,-1,-1,0.8888888888888888,0,0
0,0,0,0,0,2.735294117647059,0.0,34,34,93,0,0,34,0,0,0,False,4.0,7,False,False,False,False,0,0,1,2.5,10.514285714285714,3.26,7,33,28,75,0,-1,2178,8,7,18,-1,-1,466,-1,-1,-1,-1,1.0,0,0
0,0,0,1,0,3.383720930232558,0.023255813953488372,84,86,291,2,0,86,0,0,1,False,5.6923076923076925,12,False,False,False,False,3,5,1,7.5,28.738461538461536,14.83,13,40,74,237,0,128,4585,8,13,57,-1,23,952,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,1.3670886075949367,0.012658227848101266,78,-153,108,1,232,79,0,0,0,False,9.0,31,False,False,False,False,0,0,1,4.5,25.200000000000003,32.55,8,72,72,91,197,147,3988,9,9,18,25,27,771,0.0,0.05263157894736842,0.0625,0.028768699654775604,0.875,0,1
0,0,0,0,1,0.9607843137254902,0.0392156862745098,49,-9,49,2,60,51,0,0,1,False,4.2,8,False,False,False,False,0,1,4,4.0,10.0,5.6,10,42,42,40,48,117,2889,10,10,9,5,17,585,0.1,0.0,0.05,0.01327433628318584,0.8888888888888888,0,1
0,0,0,0,0,4.37037037037037,0.07407407407407407,50,-28,236,4,82,54,0,0,0,False,6.857142857142857,11,False,False,False,False,1,2,3,3.0,27.65714285714286,19.84,7,53,48,200,70,153,2582,8,7,37,9,28,468,0.0,0.0,0.0,0.0,1.0,0,1
0,0,0,1,0,2.1343283582089554,0.11940298507462686,59,67,143,8,0,67,0,0,0,False,4.666666666666667,9,False,False,False,False,4,6,1,5.0,20.133333333333333,8.92,12,46,56,119,0,59,3022,10,12,25,-1,13,596,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,2.8596491228070176,0.14035087719298245,49,-28,163,8,85,57,0,0,0,False,5.444444444444445,11,False,False,False,False,0,1,3,4.5,14.488888888888889,12.5,9,49,49,140,70,353,3842,9,9,23,11,73,748,0.0,0.0,0.0,0.0,0.6666666666666666,0,0
0,1,0,0,1,2.338235294117647,0.058823529411764705,64,-89,159,4,157,68,0,0,1,False,5.2727272727272725,11,False,False,False,False,0,2,7,4.0,24.581818181818182,12.1,11,79,58,133,126,395,5056,13,11,26,21,73,1102,0.07142857142857142,0.0,0.013157894736842105,0.008090614886731391,0.6666666666666666,0,1
0,0,0,0,0,2.740740740740741,0.037037037037037035,52,-197,148,2,251,54,0,1,0,False,5.111111111111111,8,False,True,False,True,0,0,2,3.0,14.488888888888889,10.58,9,94,46,120,183,313,6310,19,9,29,36,70,1338,0.0,0.0,0.0,0.0006493506493506494,0.6111111111111112,0,1
0,0,0,0,1,0.0,0.5263157894736842,27,57,0,30,0,57,1,0,1,False,4.2727272727272725,6,False,False,True,False,0,2,0,4.5,17.30909090909091,6.82,11,57,47,-1,0,1112,1202,12,11,-1,-1,232,286,-1,-1,-1,-1,0.8333333333333334,0,1
0,0,0,1,0,2.6551724137931036,0.05172413793103448,55,58,154,3,0,58,0,0,0,False,4.363636363636363,7,False,False,False,True,0,1,3,4.0,13.672727272727276,6.82,11,62,48,131,0,234,3303,12,11,24,-1,50,735,-1,-1,-1,-1,0.9,0,0
0,0,0,1,1,1.3037974683544304,0.24050632911392406,60,79,103,19,0,79,0,0,1,False,5.666666666666667,7,False,False,False,False,3,6,6,5.0,33.46666666666666,14.72,12,69,68,87,0,396,2533,12,12,17,-1,74,588,-1,-1,-1,-1,0.9090909090909091,0,1
0,0,0,0,0,1.6451612903225807,0.04838709677419355,59,26,102,3,36,62,0,0,0,False,5.3,8,False,False,False,False,0,1,2,4.0,30.0,11.98,10,93,53,85,32,147,2004,18,10,18,5,26,435,0.0,0.0,0.14285714285714285,0.008064516129032258,0.6,1,1
0,0,0,0,0,1.1720430107526882,0.03225806451612903,90,37,109,3,56,93,0,0,0,False,6.230769230769231,10,False,False,True,False,1,2,3,4.5,25.661538461538466,17.97,13,82,81,91,47,15,1470,14,14,22,6,3,294,0.0,0.043478260869565216,0.0,0.030959752321981424,0.46153846153846156,3,1
0,0,0,0,0,5.357142857142857,0.023809523809523808,41,42,225,1,0,42,0,0,0,False,5.142857142857143,12,False,False,False,False,2,3,0,2.5,4.800000000000001,9.87,7,36,36,193,0,10,4722,7,7,43,-1,1,897,-1,-1,-1,-1,0.5714285714285714,0,1
0,0,0,0,0,2.392156862745098,0.0,51,51,122,0,0,51,0,0,0,False,4.777777777777778,8,False,False,True,False,0,0,0,3.5,18.933333333333334,8.67,9,43,43,101,0,-1,708,9,9,22,-1,-1,133,-1,-1,-1,-1,0.875,0,1
0,1,0,0,0,2.727272727272727,0.5636363636363636,24,-307,150,31,362,55,0,0,0,False,7.0,16,False,False,False,False,1,2,2,3.5,27.65714285714286,20.66,7,78,49,126,317,1738,365,17,7,25,44,207,70,0.21052631578947367,0.14285714285714285,0.0,0.08108108108108109,0.7333333333333333,0,1
0,0,1,0,0,2.6666666666666665,0.0,42,42,112,0,0,42,0,1,0,False,3.7777777777777777,7,False,False,False,False,0,0,0,3.5,5.6000000000000005,2.87,9,52,34,94,0,-1,1000,12,9,19,-1,-1,204,-1,-1,-1,-1,0.9,0,1
0,0,0,0,0,3.0533333333333332,0.0,75,30,229,0,45,75,0,0,0,False,5.333333333333333,9,False,False,False,False,0,1,1,6.0,16.8,12.75,12,34,64,196,34,-1,1527,6,13,34,6,-1,313,0.16666666666666666,0.02702702702702703,-1,0.022857142857142857,0.6,0,0
0,0,0,0,0,1.9076923076923078,0.046153846153846156,62,-47,124,3,112,65,0,0,0,False,5.0,11,False,False,False,False,0,1,3,4.0,17.30909090909091,10.54,11,55,55,102,95,136,3869,11,11,25,18,26,836,0.07692307692307693,0.0,0.03571428571428571,0.007675438596491228,1.0,0,1
0,0,0,0,0,3.6486486486486487,0.0,37,37,135,0,0,37,0,0,0,False,5.166666666666667,11,False,False,False,False,0,0,7,2.0,17.73333333333333,9.15,6,66,31,116,0,-1,1384,17,6,20,-1,-1,247,-1,-1,-1,-1,0.8,1,1
0,0,1,0,0,1.5825242718446602,0.0970873786407767,93,67,163,10,36,103,0,2,0,False,5.117647058823529,10,False,False,False,False,0,1,1,6.0,15.858823529411765,12.12,17,74,87,138,31,810,857,15,17,26,6,150,162,0.4,0.10344827586206896,0.10526315789473684,0.08064516129032258,0.9090909090909091,0,1
0,0,1,0,0,0.5978260869565217,0.010869565217391304,91,17,55,1,75,92,0,1,0,False,6.666666666666667,11,False,False,False,False,0,1,6,6.0,30.13333333333334,20.52,12,68,80,49,59,115,3010,11,12,7,12,21,544,0.0,0.125,0.037037037037037035,0.003246753246753247,0.8,1,1
1,0,0,0,0,1.435897435897436,0.0641025641025641,73,-18,112,5,96,78,1,1,0,False,3.9375,11,False,False,False,False,0,0,2,7.0,13.333333333333336,6.49,15,66,63,92,73,333,2204,16,15,19,17,55,432,0.0,0.0,0.0,0.0,0.9166666666666666,0,1
0,0,0,0,0,1.490566037735849,0.018867924528301886,52,-27,79,1,80,53,0,0,0,False,5.75,14,False,False,False,False,0,1,4,2.5,15.200000000000001,13.7,8,80,46,68,64,9,2123,14,8,12,10,1,419,0.0,0.0,0.0,0.0,0.8333333333333334,0,1
0,1,0,0,0,3.3833333333333333,0.0,60,60,203,0,0,60,0,0,0,False,6.625,12,False,False,False,False,0,1,1,3.0,35.2,18.81,8,65,53,173,0,-1,1973,11,8,35,-1,-1,382,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,1.2142857142857142,0.07142857142857142,65,70,85,5,0,70,0,0,0,False,5.454545454545454,9,False,False,False,False,0,0,0,4.0,20.94545454545455,13.15,11,60,60,73,0,276,268,11,11,13,-1,60,53,-1,-1,-1,-1,0.9090909090909091,0,1
2,0,0,0,0,0.5555555555555556,0.00966183574879227,205,44,115,2,163,207,0,0,0,False,5.709677419354839,15,False,False,False,False,1,2,3,13.5,26.012903225806454,16.43,31,88,177,95,145,136,835,13,31,22,19,29,181,0.0,0.0,0.0,0.019801980198019802,0.5,1,0
0,0,0,0,1,4.369230769230769,0.015384615384615385,64,65,284,1,0,65,0,0,1,False,5.6,9,False,False,False,False,0,2,4,3.5,18.0,13.72,10,42,56,242,0,135,3832,8,12,48,-1,25,767,-1,-1,-1,-1,0.625,0,1
0,0,0,1,0,2.5176470588235293,0.29411764705882354,60,50,214,25,35,85,0,0,0,False,6.818181818181818,17,False,False,False,False,0,4,2,4.5,30.0,24.74,10,63,75,184,29,1329,310,9,12,33,5,191,60,0.1,0.05714285714285714,0.0045045045045045045,0.047619047619047616,0.6666666666666666,0,1
0,0,0,1,0,1.0888888888888888,0.5777777777777777,19,-81,49,26,126,45,1,0,0,False,4.75,7,False,False,False,False,0,2,3,2.5,10.200000000000001,7.9,8,65,38,43,100,1450,12598,13,12,7,16,314,2533,0.21428571428571427,0.2222222222222222,0.22033898305084745,0.050792507204610954,0.9230769230769231,0,1
0,0,0,0,0,2.1538461538461537,0.48717948717948717,20,39,84,19,0,39,0,0,0,False,4.714285714285714,7,False,False,False,True,0,1,2,2.0,16.228571428571428,7.37,7,62,33,71,0,245,1609,14,7,14,-1,46,335,-1,-1,-1,-1,0.7692307692307693,0,1
0,0,0,0,0,1.6607142857142858,0.017857142857142856,55,56,93,1,0,56,0,0,0,False,4.7,7,False,False,False,False,0,1,3,4.0,14.0,8.5,10,47,47,77,0,28,2253,10,10,17,-1,6,429,-1,-1,-1,-1,0.7777777777777778,0,1
0,0,0,0,0,2.1470588235294117,0.014705882352941176,67,-146,146,1,214,68,0,0,0,False,5.9,9,False,False,False,False,0,0,2,2.5,22.0,15.46,10,59,59,125,175,134,5253,10,10,22,27,24,1055,0.0,0.041666666666666664,0.038461538461538464,0.007712082262210797,0.8888888888888888,0,1
2,0,0,0,0,1.8275862068965518,0.011494252873563218,86,87,159,1,0,87,0,1,0,False,5.769230769230769,11,False,False,False,False,0,0,3,4.0,19.50769230769231,15.3,13,75,75,135,0,209,2130,13,13,31,-1,42,413,-1,-1,-1,-1,1.0,0,1
0,0,0,0,0,2.3088235294117645,0.10294117647058823,61,36,157,7,32,68,0,0,1,False,5.2727272727272725,8,False,False,False,False,0,0,4,4.0,17.30909090909091,12.1,11,70,58,129,25,379,4477,13,11,29,5,84,910,0.0,0.03125,0.04395604395604396,0.006622516556291391,0.5,2,1
0,0,0,1,0,3.436619718309859,0.014084507042253521,70,-61,244,1,132,71,0,0,0,False,6.2,9,False,False,False,False,0,1,3,2.5,26.0,17.2,10,62,62,209,104,16,5654,10,10,40,19,1,1119,0.0,0.023255813953488372,0.0,0.005649717514124294,0.7777777777777778,0,0
0,0,0,0,0,0.8333333333333334,0.038461538461538464,75,34,65,3,44,78,0,1,0,False,5.076923076923077,9,False,False,False,False,2,3,4,6.5,25.661538461538466,11.3,13,65,66,56,39,42,1124,11,13,12,6,7,225,0.14285714285714285,0.0,0.0,0.0196078431372549,0.7,1,0
0,0,0,0,0,1.9565217391304348,0.41304347826086957,27,46,90,19,0,46,0,0,0,False,4.875,12,False,False,False,False,0,0,1,2.5,15.200000000000001,8.66,8,45,39,75,0,352,1200,11,8,16,-1,80,241,-1,-1,-1,-1,0.875,1,1
0,0,0,0,0,3.4634146341463414,0.024390243902439025,40,41,142,1,0,41,0,0,0,False,5.0,8,False,False,False,False,2,3,2,2.5,10.514285714285714,9.06,7,38,35,119,0,163,763,7,7,24,-1,31,138,-1,-1,-1,-1,0.5714285714285714,2,1
0,0,0,0,0,1.0458015267175573,0.37404580152671757,82,102,137,49,29,131,0,1,0,False,5.0,10,False,False,True,False,0,0,0,4.75,15.490909090909092,10.54,22,69,110,111,25,767,404,13,22,26,5,129,92,0.0,0.0,0.0,0.0297029702970297,1.0,0,1
0,0,0,0,0,0.6666666666666666,0.2753623188405797,50,69,46,19,0,69,0,0,0,False,4.0,8,False,False,True,False,0,1,3,6.0,13.314285714285715,5.33,14,57,56,40,0,229,997,14,14,7,-1,41,227,-1,-1,-1,-1,0.5454545454545454,0,1
1,0,0,0,0,1.4556962025316456,0.02531645569620253,77,-19,115,2,98,79,0,0,0,False,7.0,11,False,False,False,False,0,0,2,2.0,34.0,21.84,10,79,70,98,82,53,4954,11,10,18,13,10,1004,0.0,0.0,0.0,0.006831767719897523,0.7,3,1
0,0,0,0,0,2.1470588235294117,0.0,68,68,146,0,0,68,0,0,0,False,5.2727272727272725,8,False,False,False,False,0,0,0,4.0,17.30909090909091,12.1,11,58,58,125,0,-1,273,11,11,22,-1,-1,58,-1,-1,-1,-1,0.7272727272727273,0,1
0,0,0,0,0,2.7049180327868854,0.01639344262295082,60,-1,165,1,62,61,0,1,0,False,6.75,14,False,False,False,False,0,0,0,3.0,25.200000000000003,19.5,8,62,54,142,50,22,1933,9,8,24,8,3,349,0.0,0.0,0.0,0.0076726342710997444,0.7142857142857143,2,1
0,0,1,0,0,3.4216867469879517,0.03614457831325301,80,82,284,3,1,83,0,0,0,False,4.25,9,False,False,True,False,0,0,1,7.5,15.9,7.07,16,61,68,249,0,46,970,14,16,36,0,3,205,4.0,3.6097560975609757,10.666666666666666,3.6140350877192984,0.75,0,1
0,0,0,0,0,1.4923076923076923,0.015384615384615385,64,-6,97,1,71,65,0,0,0,False,7.25,19,False,False,False,False,0,2,4,3.5,20.200000000000003,22.4,8,58,58,85,60,192,737,8,8,13,7,40,166,0.125,0.0,0.047619047619047616,0.0053475935828877,0.5714285714285714,0,0
0,1,0,0,0,2.0483870967741935,0.016129032258064516,61,-24,127,1,86,62,2,0,0,False,4.7272727272727275,11,False,False,False,False,0,0,1,1.75,7.836363636363638,6.31,11,52,52,107,69,55,4044,11,11,20,8,7,938,0.0,0.07692307692307693,0.0,0.017924528301886792,0.8181818181818182,0,1
0,1,0,0,0,2.2142857142857144,0.017857142857142856,55,56,124,1,0,56,0,0,0,False,4.181818181818182,7,False,False,False,False,0,1,0,4.5,13.672727272727276,5.78,11,51,46,103,0,33,2884,11,12,26,-1,6,634,-1,-1,-1,-1,1.0,0,1
