@RELATION clickbait_sample

@ATTRIBUTE "word count" NUMERIC
@ATTRIBUTE "average word length" NUMERIC
@ATTRIBUTE "length of the longest word" NUMERIC
@ATTRIBUTE "whether start with number" {True, False}
@ATTRIBUTE "whether start with who/what/why/where/when/how" {True, False}
@ATTRIBUTE label {0, 1}

@DATA
16,4.3125,8,False,False,0
7,4.857142857142857,9,False,False,0
13,4.923076923076923,8,False,False,1
28,3.3214285714285716,7,False,False,1
7,6.142857142857143,13,False,False,0
13,4.384615384615385,7,False,False,1
7,3.857142857142857,6,False,True,1
10,4.3,11,True,False,0
20,4.1,11,False,False,1
14,3.857142857142857,7,False,False,1
20,2.55,5,False,False,0
10,4.7,8,False,False,0
13,4.615384615384615,8,False,False,0
10,4.2,7,False,False,0
17,5.882352941176471,17,False,False,0
13,3.3846153846153846,8,False,False,0
18,4.888888888888889,11,False,False,0
12,6.0,11,False,False,0
19,4.2631578947368425,10,False,False,0
10,4.3,7,False,False,0
18,4.166666666666667,8,False,False,0
12,4.666666666666667,10,False,False,0
24,4.083333333333333,8,False,False,0
17,3.6470588235294117,12,False,False,1
12,3.8333333333333335,9,False,False,0
17,3.6470588235294117,13,False,False,0
11,5.090909090909091,10,False,False,0
2,3.5,6,False,False,1
23,3.347826086956522,8,False,False,0
12,4.75,9,False,False,0
22,3.090909090909091,6,False,False,0
5,4.8,9,False,False,1
10,5.4,8,False,False,0
16,3.6875,7,False,False,0
9,5.777777777777778,11,False,False,0
16,4.375,10,False,False,0
20,3.75,9,False,False,0
10,4.2,9,False,False,0
18,4.944444444444445,9,False,False,0
6,4.0,7,True,False,1
17,5.117647058823529,10,False,False,0
24,3.9166666666666665,13,False,False,0
17,3.8823529411764706,15,False,True,1
7,5.571428571428571,10,True,False,1
18,3.7222222222222223,10,False,False,0
16,3.6875,9,False,False,0
19,3.9473684210526314,11,False,False,0
16,4.625,12,False,False,0
9,4.777777777777778,13,False,False,0
12,5.583333333333333,11,False,False,0
14,3.5714285714285716,6,False,False,1
11,3.5454545454545454,7,False,True,1
16,5.25,12,False,False,0
13,3.8461538461538463,9,False,False,0
14,5.214285714285714,9,False,False,0
21,3.4285714285714284,9,False,False,0
18,4.666666666666667,11,False,False,0
8,5.125,10,False,False,0
13,5.923076923076923,12,False,False,0
11,5.0,10,False,False,0
18,3.6666666666666665,11,False,False,1
9,6.0,14,False,False,0
11,3.5454545454545454,7,True,False,1
12,4.666666666666667,9,False,False,0
8,5.0,9,False,False,0
18,4.277777777777778,9,False,False,0
13,3.4615384615384617,7,False,False,0
12,6.166666666666667,13,False,False,0
8,3.125,6,False,False,1
15,3.933333333333333,7,False,False,0
13,5.076923076923077,9,False,False,0
17,5.705882352941177,15,False,False,0
19,4.052631578947368,11,False,False,0
17,5.705882352941177,14,False,False,0
13,4.538461538461538,9,False,False,0
4,3.0,5,False,False,1
19,3.0,8,False,False,0
14,4.928571428571429,9,False,False,0
10,5.3,10,False,False,0
10,4.6,8,False,False,0
9,4.777777777777778,9,False,False,0
15,3.7333333333333334,5,False,False,1
16,4.1875,9,False,False,0
14,3.142857142857143,7,False,False,0
14,4.928571428571429,11,False,False,0
15,3.7333333333333334,7,False,False,1
11,6.363636363636363,22,True,False,0
12,4.916666666666667,10,False,False,0
7,4.857142857142857,13,False,False,1
10,4.1,7,True,False,1
10,4.1,13,False,False,0
15,5.466666666666667,11,False,False,0
12,5.0,9,False,False,0
14,5.357142857142857,12,False,False,0
10,5.4,9,False,False,0
20,5.05,10,False,False,0
10,6.6,13,False,False,1
18,4.055555555555555,8,False,False,0
16,5.9375,19,False,False,0
12,4.333333333333333,13,False,False,0
4,4.0,8,False,False,1
6,3.8333333333333335,7,False,False,0
9,5.777777777777778,7,False,False,0
13,5.3076923076923075,8,False,False,1
14,3.7857142857142856,9,False,False,0
13,4.6923076923076925,12,False,False,0
23,3.782608695652174,12,False,False,0
12,4.666666666666667,9,False,False,0
13,4.6923076923076925,10,False,False,0
14,4.357142857142857,8,False,False,1
14,5.928571428571429,14,False,False,1
8,4.125,8,False,True,0
25,3.76,10,False,False,1
14,4.857142857142857,9,False,False,0
13,6.384615384615385,13,False,False,0
15,5.066666666666666,12,False,False,0
12,5.75,22,False,False,0
25,3.96,10,False,False,0
9,5.888888888888889,10,False,False,0
16,4.125,10,False,False,0
11,4.2727272727272725,13,False,False,0
11,5.7272727272727275,16,False,False,0
9,5.555555555555555,11,False,True,1
15,4.4,11,False,False,0
22,4.0,10,False,False,0
15,4.066666666666666,7,False,False,0
18,4.5,9,False,False,0
17,3.764705882352941,7,False,False,1
12,3.9166666666666665,7,False,False,0
19,3.9473684210526314,8,False,False,0
18,4.333333333333333,8,False,False,0
18,4.666666666666667,8,False,False,0
14,4.928571428571429,16,False,False,0
12,5.0,10,False,False,0
14,4.214285714285714,9,False,False,0
20,4.4,12,False,False,0
12,3.5833333333333335,9,False,True,0
16,4.0625,10,False,False,0
9,4.333333333333333,8,True,False,1
13,4.153846153846154,6,False,False,0
19,4.0,9,False,False,0
7,4.571428571428571,8,False,False,0
13,4.153846153846154,12,False,False,0
10,5.4,10,False,False,0
9,6.222222222222222,8,False,False,0
12,4.833333333333333,9,False,False,0
19,3.9473684210526314,8,False,False,0
13,4.384615384615385,7,False,False,0
13,5.0,10,False,False,0
11,6.0,13,False,False,0
18,3.8333333333333335,7,False,False,0
15,5.2,11,False,False,0
9,4.666666666666667,9,False,False,0
10,6.3,16,False,False,0
10,4.9,9,False,False,0
15,4.266666666666667,9,False,False,1
17,3.6470588235294117,12,False,False,0
18,4.666666666666667,14,False,False,0
11,4.7272727272727275,9,False,False,0
15,3.933333333333333,9,False,False,0
11,4.909090909090909,10,False,False,0
20,3.8,8,False,True,0
17,4.294117647058823,10,False,False,0
18,3.888888888888889,9,False,False,0
16,4.4375,10,False,False,1
13,4.3076923076923075,7,False,False,0
21,2.857142857142857,6,False,False,1
13,4.230769230769231,7,False,False,0
17,3.1176470588235294,7,False,False,0
8,6.75,11,False,False,0
11,5.0,8,False,False,0
15,4.8,13,False,False,0
21,3.761904761904762,8,False,False,0
20,3.85,14,False,False,1
8,5.625,9,False,False,1
10,5.7,10,False,False,0
12,4.916666666666667,10,False,False,0
16,3.375,9,False,False,0
23,3.608695652173913,9,False,False,1
15,4.733333333333333,11,False,False,0
9,4.777777777777778,7,False,False,1
13,2.8461538461538463,5,False,False,1
10,5.2,11,False,False,0
21,3.8095238095238093,9,False,False,0
7,8.142857142857142,13,False,False,0
13,4.076923076923077,13,False,False,0
10,5.1,9,False,False,0
13,4.461538461538462,9,False,False,1
18,4.166666666666667,9,False,False,0
12,4.916666666666667,9,False,True,1
15,4.333333333333333,11,False,False,0
12,4.916666666666667,9,False,False,0
21,4.476190476190476,10,False,False,0
22,3.909090909090909,9,False,False,0
18,4.444444444444445,12,False,False,0
13,4.230769230769231,14,False,False,0
15,4.8,10,False,False,0
9,5.555555555555555,10,True,False,0
14,4.285714285714286,10,False,False,0
15,5.066666666666666,10,False,False,0
7,4.142857142857143,8,False,False,1
11,4.7272727272727275,9,False,False,0
10,4.6,10,False,False,0
10,5.7,10,True,False,0
12,4.583333333333333,9,False,False,0
16,4.375,11,False,False,1
15,4.466666666666667,9,False,False,0
12,4.666666666666667,8,False,False,1
11,3.6363636363636362,6,False,True,1
11,3.6363636363636362,5,False,False,1
13,5.0,9,False,False,0
12,2.9166666666666665,7,False,False,0
12,5.083333333333333,10,False,False,0
8,6.25,8,False,False,0
23,4.260869565217392,10,False,False,0
22,4.2727272727272725,11,False,False,0
14,4.857142857142857,9,False,False,1
15,3.8666666666666667,8,False,False,0
15,3.6666666666666665,9,False,False,1
12,4.583333333333333,7,False,False,0
12,5.166666666666667,14,False,False,1
16,4.0625,7,False,False,0
16,4.5,10,False,False,1
12,4.583333333333333,9,False,False,0
8,6.125,12,False,False,0
19,5.105263157894737,12,False,False,0
25,3.44,12,True,False,0
16,4.5,10,False,False,0
10,5.5,10,False,False,0
15,4.6,9,False,False,1
19,3.3157894736842106,7,False,False,1
12,5.25,12,False,False,0
11,5.181818181818182,10,False,False,0
11,4.363636363636363,9,False,False,1
13,5.0,9,False,False,1
20,4.75,13,False,False,0
9,6.444444444444445,11,False,False,0
11,5.181818181818182,8,False,False,0
12,4.5,11,False,False,0
9,3.5555555555555554,8,False,False,1
11,4.909090909090909,12,False,False,0
13,4.6923076923076925,9,False,False,0
13,4.3076923076923075,10,False,False,0
20,5.0,13,False,False,0
15,4.2,11,False,False,0
8,4.875,8,False,False,0
23,3.9565217391304346,10,False,False,0
12,4.666666666666667,10,False,False,0
8,4.125,12,False,False,0
16,3.625,7,False,False,0
19,3.1052631578947367,6,False,False,0
13,5.076923076923077,13,False,False,0
13,4.076923076923077,8,False,False,0
11,4.818181818181818,8,False,False,1
6,4.5,8,False,False,1
11,4.363636363636363,10,False,False,0
19,4.7368421052631575,11,False,False,1
11,3.909090909090909,9,False,False,0
14,4.5,13,False,False,0
16,4.8125,11,False,False,0
17,4.647058823529412,10,False,False,0
14,3.2142857142857144,6,False,False,0
14,3.857142857142857,13,False,True,1
17,4.470588235294118,11,False,False,0
12,3.75,9,False,False,0
12,4.916666666666667,8,False,False,0
15,4.6,10,False,False,0
11,4.181818181818182,8,False,False,0
12,5.0,9,False,False,0
12,5.083333333333333,9,False,False,1
18,3.9444444444444446,9,False,False,0
7,3.5714285714285716,8,False,False,1
13,5.461538461538462,9,False,False,0
16,4.3125,8,False,False,0
14,5.571428571428571,9,False,False,0
5,6.2,11,False,True,1
12,4.0,11,False,False,0
19,3.9473684210526314,9,False,False,0
8,3.75,9,True,False,1
8,4.5,7,False,True,1
13,4.461538461538462,8,False,False,0
8,5.875,10,False,False,0
18,5.333333333333333,11,False,False,0
13,5.076923076923077,12,False,False,0
15,3.466666666666667,6,False,False,0
9,4.888888888888889,9,False,False,1
13,3.8461538461538463,8,False,False,1
12,3.9166666666666665,7,False,True,1
15,3.7333333333333334,7,False,False,0
8,4.375,8,False,False,0
15,5.266666666666667,12,True,False,0
13,4.153846153846154,7,False,False,0
9,4.0,9,False,False,1
16,4.1875,9,False,False,0
11,4.454545454545454,8,False,False,0
6,2.3333333333333335,4,False,True,1
10,5.1,10,False,False,0
12,5.416666666666667,10,False,False,1
11,5.7272727272727275,11,False,False,0
10,5.5,8,False,False,0
13,5.230769230769231,10,False,False,1
14,3.9285714285714284,7,False,False,0
15,5.133333333333334,10,False,False,0
14,4.142857142857143,14,False,False,0
15,4.466666666666667,10,False,False,0
12,4.75,7,False,False,1
16,4.125,10,False,False,0
23,3.782608695652174,8,False,False,0
9,5.222222222222222,8,False,False,1
5,2.8,4,False,False,1
11,5.454545454545454,10,False,False,0
9,5.555555555555555,11,False,False,0
12,3.4166666666666665,5,False,False,0
13,4.3076923076923075,10,False,False,1
12,4.166666666666667,7,False,False,1
14,4.571428571428571,10,False,False,0
9,4.666666666666667,9,False,False,0
14,4.0,15,False,False,0
15,5.666666666666667,9,False,False,0
12,3.5,6,False,False,0
17,3.764705882352941,11,False,False,0
12,4.583333333333333,13,False,False,0
11,5.181818181818182,9,False,False,0
5,5.8,9,False,False,0
17,3.8823529411764706,10,False,False,0
11,4.818181818181818,9,False,True,1
12,5.083333333333333,11,False,False,1
17,4.470588235294118,8,False,False,1
13,4.846153846153846,11,False,False,0
14,3.9285714285714284,8,False,False,0
14,5.214285714285714,12,False,False,1
21,4.714285714285714,9,False,False,0
23,3.869565217391304,9,False,False,0
15,3.8666666666666667,9,False,False,1
21,4.238095238095238,10,False,False,0
8,7.75,11,False,False,0
15,4.933333333333334,9,False,False,1
10,5.4,12,False,False,0
14,4.785714285714286,11,False,False,0
15,4.6,9,False,False,0
25,3.68,9,False,False,1
12,5.0,9,False,False,0
18,3.5555555555555554,9,False,False,0
8,5.5,11,False,False,1
8,4.75,10,False,False,0
13,5.153846153846154,9,False,False,0
11,4.636363636363637,10,False,False,0
30,3.433333333333333,10,False,False,0
8,4.5,7,False,False,0
15,4.266666666666667,8,False,False,1
17,4.176470588235294,8,False,False,0
16,5.25,10,False,False,0
14,5.428571428571429,11,False,False,0
11,4.909090909090909,10,False,False,1
12,4.416666666666667,8,False,False,0
12,5.25,10,False,False,0
14,4.071428571428571,7,False,False,0
24,3.3333333333333335,11,False,False,0
9,5.0,12,False,False,0
19,5.0,13,True,False,0
14,4.428571428571429,14,False,False,0
6,6.833333333333333,11,False,True,0
8,5.875,12,False,False,0
16,4.0,9,False,False,0
12,6.416666666666667,11,False,False,0
10,3.3,5,False,True,1
12,4.5,9,False,False,0
13,4.461538461538462,9,False,False,0
13,4.153846153846154,9,False,False,0
3,3.6666666666666665,9,False,False,1
16,4.0,8,False,False,1
15,4.0,9,False,False,1
11,4.363636363636363,12,False,False,0
15,4.4,10,False,False,0
19,4.157894736842105,9,False,False,0
8,4.125,10,False,False,0
12,4.666666666666667,11,False,False,1
15,4.133333333333334,8,False,False,0
19,4.7368421052631575,12,False,False,0
19,3.8947368421052633,10,False,False,0
14,3.7142857142857144,6,False,False,0
8,6.375,13,False,False,0
17,2.823529411764706,8,False,False,0
7,3.7142857142857144,6,False,False,0
11,5.0,8,False,False,1
9,6.444444444444445,12,False,False,0
15,4.466666666666667,8,False,False,0
14,5.357142857142857,10,False,False,0
14,3.9285714285714284,7,False,False,1
11,4.2727272727272725,9,True,False,1
18,4.944444444444445,13,False,False,0
13,5.3076923076923075,9,False,False,0
16,3.4375,7,False,False,0
11,4.545454545454546,9,False,False,0
16,4.5,9,False,False,0
17,5.0,8,False,False,0
14,5.214285714285714,10,False,False,0
14,5.428571428571429,10,False,False,0
22,3.909090909090909,9,False,False,0
10,3.7,9,True,False,1
12,4.25,10,False,False,0
21,4.619047619047619,13,False,False,0
5,3.4,7,False,False,1
16,3.9375,14,False,False,1
8,4.125,7,False,False,0
14,3.5,7,False,False,0
12,5.0,8,False,False,0
18,3.9444444444444446,7,False,False,0
12,4.0,10,False,False,1
12,4.916666666666667,8,False,False,0
21,3.380952380952381,10,False,False,0
15,6.066666666666666,12,False,True,0
14,4.357142857142857,9,False,False,0
12,4.666666666666667,12,False,False,0
15,5.2,12,False,False,0
13,5.384615384615385,12,False,False,0
7,6.857142857142857,15,False,False,0
6,4.833333333333333,7,False,False,1
13,2.923076923076923,8,False,False,0
24,3.125,7,False,False,0
12,5.75,12,True,False,1
16,4.625,9,False,False,0
15,3.6666666666666665,6,False,False,0
2,6.0,7,False,False,1
7,5.571428571428571,10,False,False,0
14,3.2142857142857144,6,False,True,1
12,6.25,11,False,False,0
12,5.0,13,False,False,0
14,3.2142857142857144,6,False,False,0
9,6.444444444444445,16,False,False,0
16,3.6875,8,False,False,0
13,4.153846153846154,11,False,False,1
15,4.6,13,False,False,1
17,3.8823529411764706,11,False,False,0
11,4.090909090909091,7,False,False,0
9,4.333333333333333,8,False,False,1
8,5.75,17,False,False,0
13,4.923076923076923,11,False,False,0
29,3.310344827586207,7,False,False,0
17,3.9411764705882355,9,False,True,0
15,4.333333333333333,7,False,False,0
10,5.3,10,False,False,0
13,6.153846153846154,18,False,False,0
17,4.411764705882353,11,False,False,0
8,4.0,9,False,False,0
17,4.0,8,False,False,0
22,4.136363636363637,9,False,False,0
11,4.909090909090909,7,False,False,1
11,5.545454545454546,11,False,False,0
13,3.769230769230769,8,False,False,0
19,5.2631578947368425,13,False,False,0
7,4.571428571428571,9,True,False,1
21,4.285714285714286,11,False,False,0
24,2.9583333333333335,10,False,False,1
8,4.0,8,True,False,1
16,4.625,10,False,False,0
9,4.555555555555555,8,False,False,0
18,3.611111111111111,6,False,True,0
8,5.375,16,False,False,0
16,4.3125,9,False,False,0
10,5.2,13,False,False,0
13,4.230769230769231,7,False,False,0
21,3.619047619047619,7,False,False,0
12,4.416666666666667,9,False,False,0
12,4.75,11,False,False,0
16,4.3125,8,False,False,0
10,5.5,12,False,False,0
12,3.6666666666666665,7,False,False,0
15,3.8,11,False,False,0
10,5.1,10,False,False,0
9,3.888888888888889,6,False,False,1
11,4.818181818181818,7,False,False,0
11,5.363636363636363,10,False,False,0
15,4.933333333333334,8,False,False,0
19,3.9473684210526314,8,False,False,0
18,4.0,7,False,False,1
10,4.5,11,False,False,1
14,4.642857142857143,8,False,False,0
12,6.166666666666667,12,False,False,0
19,4.0,13,False,False,0
16,4.3125,9,False,False,1
20,3.05,8,False,False,0
12,4.583333333333333,7,False,False,0
8,5.0,7,False,False,0
10,4.4,7,False,False,0
14,4.642857142857143,9,False,False,0
10,6.1,10,False,False,0
16,5.0625,10,False,False,0
10,4.9,8,False,False,0
14,4.642857142857143,16,False,False,1
11,4.2727272727272725,8,False,False,1
9,4.222222222222222,7,False,False,0
12,4.75,10,True,False,0
16,4.375,10,False,False,0
8,5.25,8,False,False,0
14,4.5,9,False,False,0
18,4.611111111111111,11,False,False,0
24,3.125,8,False,False,0
9,4.0,7,False,False,1
9,3.3333333333333335,6,False,False,0
16,3.5625,7,False,False,0
16,4.0,8,False,False,0
9,5.333333333333333,8,False,False,0
11,3.090909090909091,6,False,False,1
16,4.3125,8,False,False,1
11,5.363636363636363,13,False,False,0
14,4.785714285714286,8,False,False,0
13,5.153846153846154,9,False,False,0
11,3.3636363636363638,8,False,False,0
12,5.583333333333333,11,False,False,0
13,4.846153846153846,8,False,False,1
19,4.473684210526316,11,False,False,0
19,4.421052631578948,9,False,False,0
9,3.7777777777777777,6,False,False,1
9,4.555555555555555,13,False,False,1
21,4.714285714285714,15,False,False,0
13,5.153846153846154,10,False,False,0
13,4.6923076923076925,9,False,False,0
13,3.4615384615384617,11,True,False,1
5,3.2,6,False,False,0
13,3.769230769230769,8,False,False,1
17,4.352941176470588,10,False,False,0
15,4.8,11,False,False,0
13,3.6923076923076925,8,False,False,0
15,4.8,11,False,False,0
14,4.714285714285714,13,False,False,0
9,3.5555555555555554,6,False,False,0
15,3.6666666666666665,14,False,False,0
10,5.3,10,False,False,0
11,3.8181818181818183,9,False,False,0
16,4.375,13,False,False,0
8,5.25,9,True,False,1
5,3.0,6,False,False,1
14,4.785714285714286,9,False,False,0
19,3.5789473684210527,8,False,False,1
19,4.0,8,False,False,0
14,4.285714285714286,10,False,False,0
12,5.583333333333333,10,False,False,0
9,4.888888888888889,11,False,False,0
16,4.8125,8,False,False,1
6,6.5,13,False,False,0
9,4.888888888888889,8,False,False,1
14,4.571428571428571,13,False,False,0
6,5.0,13,False,False,1
12,4.083333333333333,10,False,False,0
20,4.5,10,False,False,0
8,4.75,7,False,False,0
12,5.916666666666667,10,False,False,0
16,3.625,8,False,False,0
14,4.857142857142857,10,False,False,1
10,4.4,8,False,False,0
13,4.538461538461538,9,False,False,0
18,3.7777777777777777,8,False,False,0
10,5.6,10,False,False,0
8,6.75,11,False,False,0
25,3.76,9,False,False,0
8,5.125,8,False,False,0
16,3.625,8,False,False,0
20,4.0,10,False,False,0
8,3.375,7,False,True,1
10,5.6,12,False,False,0
14,4.142857142857143,10,False,False,0
24,3.75,9,False,False,0
22,3.3636363636363638,8,False,False,0
8,5.125,13,False,False,0
10,5.6,10,False,False,0
11,5.090909090909091,8,False,False,0
6,4.666666666666667,7,False,False,1
5,4.4,7,False,False,1
5,6.6,13,False,False,0
10,5.3,13,False,False,0
23,3.8260869565217392,10,False,False,0
12,5.166666666666667,10,False,False,0
9,5.333333333333333,9,False,False,1
9,5.777777777777778,9,False,False,0
17,4.647058823529412,10,False,False,0
23,4.086956521739131,11,False,False,0
7,6.285714285714286,10,False,False,1
19,3.736842105263158,8,False,False,0
14,5.5,8,False,False,0
9,4.222222222222222,7,False,True,1
2,4.5,6,False,False,1
12,5.666666666666667,10,False,False,0
8,6.0,11,False,False,0
12,5.5,13,False,False,0
2,6.0,11,False,False,1
16,3.375,10,False,False,0
12,5.0,9,False,False,1
15,5.4,12,False,False,0
15,4.533333333333333,9,False,False,0
16,5.75,14,False,False,0
12,4.666666666666667,9,False,False,0
15,4.733333333333333,10,False,False,0
17,4.352941176470588,11,False,False,0
7,4.571428571428571,9,False,False,1
14,4.0,14,False,False,0
11,5.636363636363637,13,False,False,0
19,3.9473684210526314,8,False,False,0
18,4.055555555555555,10,False,True,1
22,3.409090909090909,10,False,False,1
9,4.333333333333333,6,False,False,1
10,4.1,11,False,False,0
15,4.533333333333333,10,False,False,0
12,4.0,8,False,False,1
12,5.083333333333333,10,False,False,1
13,5.6923076923076925,13,False,False,0
15,5.066666666666666,8,False,False,0
21,3.619047619047619,7,False,False,0
9,5.111111111111111,11,False,False,1
12,4.666666666666667,8,False,False,0
10,4.4,7,False,False,0
19,4.105263157894737,12,False,False,0
13,5.3076923076923075,9,False,False,0
16,4.0625,11,False,False,0
12,5.5,11,False,False,0
11,4.818181818181818,9,False,False,0
12,4.166666666666667,7,True,False,1
17,2.8823529411764706,8,False,False,0
20,4.7,14,False,False,0
14,5.0,10,False,False,0
7,6.285714285714286,13,False,False,0
20,3.95,11,False,False,0
12,3.5833333333333335,7,False,False,1
26,3.730769230769231,8,False,False,0
15,4.6,10,False,False,0
23,3.347826086956522,9,False,False,0
13,3.5384615384615383,8,False,False,0
17,3.8823529411764706,8,False,True,1
8,4.5,6,False,False,0
11,4.7272727272727275,10,False,False,0
8,4.25,9,False,True,1
12,4.583333333333333,11,False,False,0
5,5.8,10,False,False,1
14,4.428571428571429,8,False,False,0
15,5.0,10,False,False,0
15,3.933333333333333,7,False,False,0
15,4.533333333333333,11,False,False,1
20,5.0,15,False,False,0
12,4.0,6,False,False,0
15,5.2,11,False,False,0
9,4.333333333333333,9,False,False,0
11,3.909090909090909,7,False,False,1
16,3.75,10,False,False,0
14,3.642857142857143,9,False,False,1
12,3.5,8,False,False,0
5,6.0,9,False,False,1
24,4.125,18,False,False,0
11,4.818181818181818,9,True,False,0
9,4.0,8,True,False,1
12,4.833333333333333,8,False,False,1
9,5.0,10,False,False,1
20,4.6,9,False,False,1
16,3.3125,7,False,False,0
19,4.157894736842105,10,False,False,0
13,4.769230769230769,11,True,False,0
13,4.6923076923076925,9,False,False,0
14,4.714285714285714,16,False,False,0
9,6.555555555555555,10,False,False,0
11,4.363636363636363,8,False,False,0
12,5.083333333333333,18,False,True,0
17,3.8823529411764706,11,False,False,0
13,3.8461538461538463,7,False,False,1
9,5.555555555555555,13,False,False,0
5,7.8,10,False,False,1
14,3.0,7,False,False,0
15,4.266666666666667,7,False,False,0
13,2.8461538461538463,8,True,False,0
10,5.0,13,False,False,0
9,6.222222222222222,14,False,False,1
12,5.166666666666667,10,False,False,0
6,5.5,9,False,False,0
11,4.545454545454546,9,False,False,1
7,5.857142857142857,10,False,False,0
12,5.75,13,False,False,0
10,4.8,8,False,False,0
5,3.4,8,False,True,1
18,3.7222222222222223,8,False,False,1
11,5.818181818181818,10,False,False,0
14,4.642857142857143,11,False,True,0
9,4.0,6,False,False,0
8,3.875,6,False,False,1
22,4.363636363636363,12,False,False,0
15,6.8,12,False,False,0
16,4.375,9,False,False,0
16,4.3125,8,False,False,0
8,4.375,9,False,False,0
10,4.6,10,False,False,0
23,3.6956521739130435,8,False,False,0
20,4.0,11,False,False,0
22,3.1818181818181817,7,False,False,0
14,4.785714285714286,8,False,False,0
13,4.153846153846154,9,False,False,1
17,4.0588235294117645,9,False,False,0
10,5.3,9,False,False,0
18,4.0,11,False,False,0
10,5.8,11,False,False,0
15,4.333333333333333,10,False,False,0
11,4.636363636363637,11,False,False,0
11,4.818181818181818,8,False,False,0
20,4.9,13,False,False,0
14,4.428571428571429,11,False,False,1
16,5.0625,10,False,False,0
19,4.105263157894737,9,False,False,1
12,5.416666666666667,10,False,False,0
14,5.428571428571429,12,False,False,0
16,4.25,11,False,False,0
17,4.352941176470588,9,False,False,0
10,6.1,9,False,False,0
14,4.142857142857143,8,False,False,0
12,4.083333333333333,8,False,True,1
10,4.4,7,False,False,0
17,4.529411764705882,8,False,False,0
12,3.3333333333333335,7,False,False,0
15,4.466666666666667,8,False,False,0
23,4.304347826086956,13,False,False,0
16,4.0625,7,False,False,0
15,4.733333333333333,10,False,False,0
17,4.176470588235294,10,True,False,0
11,4.909090909090909,9,True,False,1
13,5.461538461538462,13,False,False,0
18,3.4444444444444446,9,False,True,1
21,4.714285714285714,10,False,False,0
2,3.5,6,False,False,1
11,5.363636363636363,12,False,False,0
15,5.133333333333334,13,False,False,0
12,4.5,15,False,False,1
10,4.7,12,False,True,1
8,5.75,13,False,False,0
3,5.666666666666667,7,False,False,0
13,5.0,10,False,False,1
14,4.357142857142857,9,False,False,0
18,3.6666666666666665,8,False,False,1
15,5.2,13,True,False,0
13,4.6923076923076925,9,False,True,1
15,4.2,10,False,False,1
17,4.882352941176471,10,False,False,0
25,4.12,16,False,False,0
24,4.0,13,False,False,0
9,4.333333333333333,7,False,False,0
12,5.166666666666667,10,False,False,0
16,4.625,11,False,False,0
30,3.4,10,False,False,0
19,5.105263157894737,11,False,False,0
8,4.125,8,False,False,1
20,4.8,11,False,False,0
7,4.571428571428571,9,False,False,1
10,5.1,10,True,False,1
24,3.6666666666666665,7,False,False,0
14,5.5,12,False,False,0
12,3.8333333333333335,8,False,False,0
15,4.2,10,False,False,0
9,5.888888888888889,9,False,False,0
7,4.571428571428571,9,False,False,1
28,3.4642857142857144,8,False,False,0
8,4.75,9,True,False,1
18,5.0,14,False,False,0
12,5.666666666666667,11,False,False,0
9,5.0,8,False,False,1
23,3.1739130434782608,8,False,False,0
18,3.9444444444444446,10,False,False,0
12,4.166666666666667,7,False,False,0
12,5.0,10,False,False,1
11,4.818181818181818,7,False,False,0
24,3.5833333333333335,8,False,False,1
11,4.2727272727272725,7,False,False,0
8,5.125,10,False,False,0
8,6.125,12,False,False,0
17,4.117647058823529,9,False,True,1
25,3.96,12,False,False,0
17,3.176470588235294,7,False,False,0
12,4.916666666666667,11,False,False,0
13,3.923076923076923,8,False,False,0
15,4.333333333333333,11,False,False,0
9,5.777777777777778,12,False,False,0
24,4.0,8,False,False,0
17,4.705882352941177,12,False,False,0
16,4.125,7,False,False,0
12,4.166666666666667,9,False,False,0
12,5.0,8,False,False,0
16,4.8125,14,False,False,0
11,4.636363636363637,8,False,False,1
13,5.6923076923076925,11,False,False,0
17,3.2941176470588234,7,False,False,0
14,4.428571428571429,12,False,False,0
12,4.916666666666667,9,True,False,0
8,4.75,10,True,False,1
17,3.7058823529411766,14,False,False,0
7,5.714285714285714,10,False,False,0
11,3.5454545454545454,8,False,False,1
21,4.714285714285714,11,False,False,0
10,4.8,16,False,False,0
2,5.5,10,False,False,1
15,4.0,9,False,False,0
9,5.333333333333333,7,False,False,0
15,4.8,8,False,False,0
19,4.7368421052631575,9,False,False,0
9,5.777777777777778,12,False,False,0
13,5.153846153846154,14,False,False,0
13,3.923076923076923,7,True,False,1
17,5.0,14,False,False,0
12,4.833333333333333,9,False,False,0
13,5.0,9,False,False,0
21,4.333333333333333,10,False,False,1
14,5.285714285714286,12,False,False,0
13,5.0,9,False,True,1
13,4.615384615384615,9,False,False,1
13,4.384615384615385,8,False,False,0
14,3.7142857142857144,8,False,True,1
10,6.0,11,False,False,0
13,4.0,9,False,False,0
11,3.727272727272727,6,True,False,1
10,4.8,8,False,False,0
9,4.666666666666667,7,False,False,0
10,5.4,13,True,False,1
13,5.6923076923076925,10,False,False,0
10,4.6,9,False,False,0
8,3.875,10,False,False,1
14,3.642857142857143,7,False,False,1
17,4.588235294117647,10,False,False,0
15,5.0,11,False,False,0
14,4.714285714285714,11,False,False,0
12,4.666666666666667,15,False,False,0
18,5.111111111111111,10,False,False,0
17,4.411764705882353,12,False,False,1
12,4.5,8,False,False,0
11,5.363636363636363,10,False,False,1
18,5.222222222222222,13,False,False,0
21,4.714285714285714,9,False,False,0
10,5.1,9,False,False,0
11,4.7272727272727275,13,False,True,0
